id,TARGET
EK202310003556,136.9891564900912
EK202310170625,151.20913475702122
EK202310167359,155.3648341590127
EK202310118370,128.66280201742146
EK202320006361,154.54222296398729
EK202310003542,140.15443891087855
EK202310125266,130.32457367619753
EK202310144740,120.24268489835345
EK202310137443,139.1601714933947
EK202310159067,159.44601150805957
EK202310245067,129.0322588614849
EK202310240556,126.66601778608253
EK202310166743,142.4450552195214
EK202310247454,124.17332536869885
EK202310215702,160.52089152203712
EK202310142190,154.92912025481962
EK202310205417,131.53581305986916
EK202310119601,138.40591701159295
EK202310190356,130.06939169709662
EK202310158758,137.21712887181366
EK202310145496,127.43433521667065
EK202310164763,143.67017296297144
EK202310200188,127.0814454501858
EK202310238803,174.91881396424031
EK202320005607,151.7875543780926
EK202310225681,133.44299442696288
EK202310127174,122.23273946812715
EK202310204317,136.55088886445455
EK202310179355,125.51868844877568
EK202310176524,142.8108697699469
EK202310237228,126.2765660728631
EK202310172549,179.70631587058588
EK202310168863,130.33714786771293
EK202310185904,148.61121591602566
EK202310133615,175.46875744735976
EK202310122063,135.4735542556127
EK202310121770,133.3032509602214
EK202310125590,127.00953147934513
EK202310172269,134.03167569574836
EK202310147894,138.2624446091174
EK202310137986,133.22713545563172
EK202310150838,134.20864805432575
EK202310104915,110.40769596641802
EK202310170090,121.88814156497553
EK202310165637,131.68659308289628
EK202310134467,128.02454905967846
EK202310182637,176.41333716722482
EK202310112116,152.20097535629532
EK202310241220,158.29361250127897
EK202310103801,147.51470354721468
EK202310177448,120.76392119950353
EK202310157860,175.11348205205974
EK202310211985,129.66852989320367
EK202310232907,128.7353414840059
EK202310162917,138.61951014640246
EK202310211786,129.76912697672628
EK202310132171,128.3291700213329
EK202310153694,148.93091044988722
EK202310174960,157.2033882186399
EK202310121096,128.19714986602526
EK202310222475,126.60296982878252
EK202310146254,145.05500327736436
EK202310111466,144.7633136464519
EK202310004385,178.7118334610377
EK202310108961,126.63097338597632
EK202310203170,134.08258337779117
EK202310161424,172.8871723061054
EK202310206583,159.43501325515777
EK202310138840,129.20289417471363
EK202310221976,134.2261304696893
EK202310143972,130.71918104711682
EK202310175420,130.8247349509505
EK202310227655,130.5544247963342
EK202310163389,130.26099297207512
EK202310239480,135.03162483331315
EK202310146467,141.29299171758154
EK202310162597,136.7514244472981
EK202310194862,134.22491942548479
EK202310152448,153.5792991020725
EK202310245431,146.23802867298787
EK202310206822,190.5437368963873
EK202310166559,136.3878230218472
EK202310221701,142.51491039547142
EK202310231403,124.59246736448036
EK202310156027,132.79672659461204
EK202310135956,128.1771964455553
EK202310183176,126.11398362238158
EK202310206055,182.8270200549014
EK202310167360,133.69235821858237
EK202310142701,138.06842102368552
EK202310156629,178.8960525467194
EK202310241352,148.32217094639913
EK202310123587,142.9485594487037
EK202310003639,145.02520230504976
EK202310158269,125.9003290620752
EK202320007090,136.22181745133204
EK202310111707,134.43339907200183
EK202310104096,145.82088774652317
EK202310235404,119.54688304924566
EK202310108783,135.59509564287742
EK202310116298,128.3768891048216
EK202310156281,171.8541805042068
EK202310164483,133.7459235358869
EK202310108212,114.83267035029115
EK202310233950,130.37518887820607
EK202310157041,135.08497059812152
EK202310104522,129.2986547063452
EK202310175972,148.28313376033068
EK202310225965,136.8423226717398
EK202310138403,123.03278310728035
EK202310234452,134.78040769486512
EK202310104614,143.12910440851056
EK202310117970,127.98592907941955
EK202310128727,124.87632337170099
EK202310190230,131.88517007433342
EK202310201465,139.29685461630248
EK202310197534,174.79960713249585
EK202310171846,129.0804824798291
EK202310193751,151.034376431746
EK202310242967,127.88582285120809
EK202310112852,170.15565480706866
EK202310132804,138.32532216937244
EK202310127612,134.10212412100404
EK202310136082,180.35764200535067
EK202310186665,146.94130084013486
EK202310156519,125.81730615993236
EK202310108430,138.09137479635467
EK202310164930,135.2312838609462
EK202310153971,158.31525301056146
EK202310129412,127.33069247561701
EK202310124383,121.85786743063983
EK202310215858,146.62437016922706
EK202310104131,135.86920022245934
EK202310185040,141.53202962013413
EK202310119251,140.30760878657338
EK202310191724,152.3217840383387
EK202310149922,124.9636317125164
EK202310176193,127.54367430403245
EK202310204311,147.18108056302387
EK202310248324,139.00542993169725
EK202310120496,129.54388435731903
EK202310233548,128.23527378634677
EK202310219178,132.1657377334317
EK202310114723,139.00668538793124
EK202310185832,175.88610917683553
EK202310106587,164.8393971328652
EK202310239252,124.76743396438698
EK202310208710,127.49546839062188
EK202310244056,123.57282121549574
EK202310223702,125.59614581970396
EK202310236969,127.44370059444061
EK202310196070,155.52991005578477
EK202310227710,129.41438282367307
EK202310119702,135.54223621879422
EK202310143351,144.06361715709568
EK202310144967,138.1892869050604
EK202310207097,132.7918188435164
EK202310193281,129.4897637201494
EK202310223068,131.4034528563764
EK202310158743,133.29186383090808
EK202310142353,127.32462450630743
EK202310154024,163.83708564251066
EK202310136326,132.39661079276118
EK202320006526,153.396338089591
EK202310240160,132.08927679325797
EK202310230270,135.84153035986435
EK202310209591,129.52751723752704
EK202310201937,138.91834252245195
EK202310138686,136.26042172589425
EK202310125946,152.31992673339215
EK202310112949,133.986121979945
EK202310128660,161.0839595466321
EK202310223565,137.08031113575308
EK202310155372,152.68644366403177
EK202310229467,134.13028152362946
EK202310232289,141.33360935308576
EK202310142439,149.30669788362343
EK202310128595,150.7100483442054
EK202310228661,124.08787355821923
EK202310220811,127.03505803078863
EK202310104677,136.79559764261214
EK202310108708,136.582981374706
EK202310235044,128.8464422557919
EK202310141363,130.7109253686586
EK202310174855,140.50705585385577
EK202310154755,143.37438576925413
EK202310157326,130.5534499836685
EK202310228659,130.15275266857606
EK202310215026,175.27652538385618
EK202310177129,126.51365191909213
EK202310178830,175.51252147992503
EK202310222959,125.64696435598624
EK202320007347,136.84978980853376
EK202310153807,145.4350518368099
