ID,TARGET
EK202310003556,139.2630811706111
EK202310170625,155.72630301669744
EK202310167359,146.46767611532238
EK202310118370,126.91960322559271
EK202320006361,143.45881005427174
EK202310003542,137.03414843319828
EK202310125266,129.00103800407624
EK202310144740,119.32737670095159
EK202310137443,134.20246244149368
EK202310159067,157.60927700797976
EK202310245067,128.96196281402877
EK202310240556,126.78026502409084
EK202310166743,136.59816903251175
EK202310247454,120.42976606498013
EK202310215702,141.7752688889294
EK202310142190,146.8075943697722
EK202310205417,131.0746722319771
EK202310119601,145.79505242212127
EK202310190356,130.8571299423023
EK202310158758,138.17291855909787
EK202310145496,129.54115739919015
EK202310164763,143.97977140590723
EK202310200188,130.4487400453803
EK202310238803,162.70811634004082
EK202320005607,146.28337085304992
EK202310225681,132.99428320393565
EK202310127174,123.07848588793377
EK202310204317,138.35829207295473
EK202310179355,133.35318019028324
EK202310176524,148.03630462436706
EK202310237228,134.0077613482868
EK202310172549,168.87260149420175
EK202310168863,130.6108837805774
EK202310185904,153.4865223642374
EK202310133615,159.91685654291527
EK202310122063,139.62151198655172
EK202310121770,135.87440109561678
EK202310125590,127.27843520044897
EK202310172269,133.13376013012328
EK202310147894,135.8185838864674
EK202310137986,138.84135534297602
EK202310150838,131.85348262643072
EK202310104915,122.77072013216873
EK202310170090,126.37582869209407
EK202310165637,130.42992225214664
EK202310134467,128.0986881834115
EK202310182637,163.46504990848226
EK202310112116,151.96003753175293
EK202310241220,149.211583434996
EK202310103801,138.07235021970016
EK202310177448,128.99271373269352
EK202310157860,169.95426118198188
EK202310211985,129.969077758854
EK202310232907,129.48671193663313
EK202310162917,135.30469583775272
EK202310211786,129.4207525336905
EK202310132171,136.35042201816265
EK202310153694,139.85298090628928
EK202310174960,153.75566603224905
EK202310121096,135.40192914446925
EK202310222475,129.40099697278342
EK202310146254,140.23490890107004
EK202310111466,149.47793877940882
EK202310004385,183.34099555471477
EK202310108961,128.70743523013053
EK202310203170,136.02891878008256
EK202310161424,165.42905999733074
EK202310206583,153.9882689218408
EK202310138840,130.6492278246856
EK202310221976,134.42463254725624
EK202310143972,134.44856045965844
EK202310175420,129.654683617323
EK202310227655,129.91998390571973
EK202310163389,132.29407604092813
EK202310239480,129.22422796551663
EK202310146467,144.0082125486468
EK202310162597,137.07402868156584
EK202310194862,135.07936171203997
EK202310152448,146.70101091112133
EK202310245431,140.42476233997718
EK202310206822,191.68327260794987
EK202310166559,139.67215407033825
EK202310221701,148.02818615090604
EK202310231403,128.70357686144774
EK202310156027,144.6181319263496
EK202310135956,132.08549502055553
EK202310183176,131.03136557166053
EK202310206055,190.7470185020772
EK202310167360,130.22593933344598
EK202310142701,144.16750739407658
EK202310156629,169.49761899509798
EK202310241352,143.06522388104744
EK202310123587,142.86529894268602
EK202310003639,147.86427165855787
EK202310158269,131.49549547315118
EK202320007090,128.94367831729576
EK202310111707,139.26399634742273
EK202310104096,146.3192198527984
EK202310235404,122.58396707378066
EK202310108783,135.82938948134628
EK202310116298,128.28157658018122
EK202310156281,163.85998097366743
EK202310164483,130.77389209393377
EK202310108212,109.08532842142498
EK202310233950,130.30298508815898
EK202310157041,137.6744927911771
EK202310104522,128.5941417117322
EK202310175972,150.38879839751684
EK202310225965,135.35518279352456
EK202310138403,122.77470050676143
EK202310234452,131.48000485981547
EK202310104614,141.10200586645107
EK202310117970,124.70390200436303
EK202310128727,132.5076534679633
EK202310190230,128.99149142504154
EK202310201465,138.25572380904202
EK202310197534,157.2341162954986
EK202310171846,128.9580737612277
EK202310193751,147.9737018138405
EK202310242967,132.01095204031714
EK202310112852,175.06860518644496
EK202310132804,130.74200431908986
EK202310127612,130.66069741309852
EK202310136082,166.85256694130442
EK202310186665,154.82310128022297
EK202310156519,129.92410892348536
EK202310108430,140.6833088017202
EK202310164930,136.58245094525978
EK202310153971,163.50746046024264
EK202310129412,125.27721789335888
EK202310124383,131.3236092208528
EK202310215858,144.42595007462356
EK202310104131,137.05730266231896
EK202310185040,138.21615004454893
EK202310119251,144.5517489740052
EK202310191724,150.72571893912442
EK202310149922,124.48601524021248
EK202310176193,145.12741474876447
EK202310204311,144.03858265393006
EK202310248324,143.55245946573515
EK202310120496,135.41173810886409
EK202310233548,130.21809243195244
EK202310219178,131.64678266164623
EK202310114723,135.8776045763194
EK202310185832,159.81310231188414
EK202310106587,150.88921529073684
EK202310239252,125.71873009849551
EK202310208710,127.01413891554697
EK202310244056,122.60325705314864
EK202310223702,122.98916003431519
EK202310236969,128.46209491527935
EK202310196070,154.32364496722062
EK202310227710,130.1952875695383
EK202310119702,134.6189075598436
EK202310143351,143.9819659923147
EK202310144967,142.4646613949722
EK202310207097,137.37032383042362
EK202310193281,130.4681255452736
EK202310223068,129.97089891497617
EK202310158743,149.44746141929406
EK202310142353,125.1973126099268
EK202310154024,152.0150628666794
EK202310136326,130.6444566091577
EK202320006526,148.23604853782345
EK202310240160,131.31782740425245
EK202310230270,135.87177921086294
EK202310209591,126.01220259793575
EK202310201937,139.3578524151037
EK202310138686,138.03731988829279
EK202310125946,144.68501577459685
EK202310112949,140.15703295110436
EK202310128660,157.67444609191057
EK202310223565,131.27907088232993
EK202310155372,151.7308823666657
EK202310229467,138.60020265069264
EK202310232289,138.4536963509244
EK202310142439,151.91768697933244
EK202310128595,138.54590713325865
EK202310228661,125.69182070985732
EK202310220811,128.02188027005224
EK202310104677,144.28232462678776
EK202310108708,137.38468599317602
EK202310235044,122.22538725689007
EK202310141363,130.59456909259796
EK202310174855,143.7550413497791
EK202310154755,127.28741567032574
EK202310157326,135.87172156698026
EK202310228659,131.4488217981236
EK202310215026,161.1256999407474
EK202310177129,128.49687901907907
EK202310178830,169.24325518385172
EK202310222959,127.74731837964832
EK202320007347,124.01643813558636
EK202310153807,156.8794868515357
EK202310165563,153.83292914789973
EK202310240070,130.65915499721012
EK202310171642,124.04291315335979
EK202310221419,134.02684163593412
EK202310210258,134.2959798524363
EK202310108225,141.6548905257575
EK202310156515,135.10660861466147
EK202320006021,167.46875250304572
EK202310214746,157.2127453525657
EK202310166648,136.70119866615946
EK202310243041,136.6900118809478
EK202310227731,128.34253816031546
EK202310118513,132.76384099389594
EK202310240129,142.18775600333782
EK202310140813,139.1227080039998
EK202310181628,128.78138336595416
EK202310126085,126.5338023528233
EK202310246101,138.69068220666088
EK202310113312,134.1125282741307
EK202310217968,129.50281061039126
EK202310213114,127.52563241750262
EK202310219800,135.127710673225
EK202310184495,151.4955699154025
EK202310119316,128.8299776721806
EK202310180007,142.12400656189135
EK202310199156,127.18506975122274
EK202310177234,158.43941099116893
EK202310226743,138.86264371113745
EK202310189141,142.72180988162535
EK202320006005,135.51297902993247
EK202310227823,132.7915243325263
EK202310174022,145.93107315444252
EK202310134374,133.3212237770129
EK202310200180,123.69110547459609
EK202310161433,158.1549300101773
EK202310121700,143.59577767353773
EK202310237451,129.47290541796153
EK202310192827,131.34205073726488
EK202310160428,148.68822269520967
EK202310205223,127.77973841521943
EK202310111659,153.4768212399342
EK202310218773,137.7217333067226
EK202310161247,137.69065346940758
EK202310109618,140.29069250205745
EK202310155619,123.42110624764857
EK202310135096,143.0442276647242
EK202310188704,143.16998781328252
EK202310198311,170.29106046390723
EK202310138345,131.6335698485736
EK202310187653,130.2264972034288
EK202310223676,143.12178821739963
EK202310165688,129.04819287721608
EK202310104779,139.1366536286008
EK202320007241,163.94618940978833
EK202310247012,123.19304829988579
EK202310115649,126.37501502676787
EK202310158687,132.93120347553446
EK202310139898,143.22715555735547
EK202310183012,134.5636169166026
EK202310189323,169.63828705032188
EK202310236084,126.28103836397312
EK202310187745,138.69233657525479
EK202310213754,146.5451306829498
EK202310207691,127.8453232200528
EK202310213360,131.20818416544387
EK202310134511,131.31192305858565
EK202310162421,132.74257985503377
EK202310137854,145.61109045501607
EK202310150901,134.7861917858652
EK202310114810,133.62801305630074
EK202310110564,134.21761149186977
EK202310188498,121.94320595645655
EK202310122137,134.7164933980438
EK202310234827,132.09720461617871
EK202310123845,166.52288451561873
EK202310117679,135.7787693874684
EK202310226733,135.45462963789038
EK202310146806,143.34410847325606
EK202310186532,146.45906259140048
EK202310198523,121.06217303700929
EK202310169242,125.11770616104133
EK202310189605,172.7163338500213
EK202310177460,137.91651601229006
EK202310156053,145.52619880120758
EK202310138997,139.27340872540674
EK202310231114,120.2521278604786
EK202310147763,128.60714416265088
EK202310119709,142.63210244742098
EK202310121129,147.56177263081776
EK202310137901,131.43222817190855
EK202310144077,154.20920707142068
EK202310110337,123.9480808274746
EK202310184408,134.68645438805015
EK202310215841,119.04790803377318
EK202310157214,149.79735003000428
EK202310193140,131.16707493206434
EK202310216105,130.17123841744174
EK202310246420,132.89465479312764
EK202310118424,127.06151204816078
EK202310144290,126.15863116274795
EK202310236171,113.74844594695412
EK202310161913,139.93324854760132
EK202310116195,135.49269388235697
EK202310140252,129.4445509842661
EK202310238025,150.61739682337716
EK202310146861,132.24630136481514
EK202310125756,135.87411893529355
EK202310211082,132.15412676417867
EK202310202590,130.51044748240548
EK202310212292,134.2931937871315
EK202310151188,135.36451771681942
EK202310186431,160.91478867674448
EK202310197054,132.60303741685735
EK202310229535,127.51899033172879
EK202310237693,130.89530250191498
EK202310127899,125.47195678767515
EK202310125513,129.51353914398646
EK202310143417,133.42744172483282
EK202310114922,142.5280471526837
EK202310185011,141.65871664524929
EK202310157380,137.69966923278548
EK202310242841,133.22810864091105
EK202310128764,134.7660434852356
EK202310160302,126.56833804541078
EK202310132265,128.5947457094144
EK202310142152,132.7336351246898
EK202310184138,152.8388507062251
EK202310218922,153.8939288825541
EK202310105732,129.0747472721898
EK202310202421,122.75962655922511
EK202310204745,131.65683214345975
EK202310231651,127.04784165073973
EK202310206373,147.3291022242358
EK202310231327,128.2053085310346
EK202310129440,134.93725223202938
EK202310229405,151.67419467917767
EK202310233561,126.51564467617
EK202310141433,134.9756099238553
EK202310164651,141.58570746187652
EK202310201935,144.41998113691864
EK202310184574,126.99394017133108
EK202310223915,149.02208667880925
EK202310200908,149.6082337494834
EK202310128941,135.4932419006221
EK202310186952,145.08821748345443
EK202310193974,159.91463659188412
EK202310169879,144.71841329525463
EK202310172093,134.68603292018557
EK202310184529,127.30051872860697
EK202310230089,132.75185425414762
EK202310181118,152.30823467619263
EK202310204225,133.33051933214648
